Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC)
58,54.706823110580444,67.39110326766968,64.23915696144104,79.99354076385498,98.92230081558228,98.2612361907959,98.52232265472412,97.9242057800293,98.35404324531555,97.95332789421082,98.66831493377686,98.6266405582428,338.9863920211792
59,58.03640580177307,66.85186767578125,63.540066957473755,79.087899684906,94.96797823905945,93.35751914978027,92.57558798789978,93.36558127403259,94.70415329933167,92.79271936416626,94.14504170417786,94.64384603500366,151.6953001022339
60,49.09074354171753,59.733991384506226,57.55530118942261,74.93411612510681,90.88725137710571,90.85351228713989,91.04011011123657,90.87804055213928,90.80771780014038,90.83430695533752,90.77254390716553,89.43941593170166,427.5191411972046
61,42.358378887176514,49.6717004776001,47.128607749938965,60.118014097213745,70.95223093032837,71.01651692390442,71.04125905036926,70.8743736743927,70.84454464912415,70.87012982368469,70.92225480079651,71.10133576393127,123.86995339393616
62,48.54576277732849,51.824803590774536,47.368244886398315,59.97809958457947,71.64673900604248,71.50546979904175,71.37473487854004,71.401038646698,71.10094499588013,71.21144080162048,71.0504412651062,71.23781061172485,123.02132105827332
63,48.213385343551636,58.118212938308716,53.5024938583374,72.40036582946777,87.14142775535583,89.59280037879944,91.70901441574097,90.72752904891968,90.2677354812622,91.55230689048767,88.93857169151306,88.61310696601868,141.0427644252777
64,49.03440546989441,61.31221151351929,60.93189716339111,76.87734484672546,91.08203434944153,94.14141988754272,93.28223395347595,92.59822511672974,94.1900851726532,92.51439094543457,93.08160042762756,95.09867000579834,340.6420533657074
65,46.71775984764099,55.71723222732544,52.95070195198059,66.50377011299133,79.79986262321472,79.7548942565918,79.71778225898743,79.81177353858948,80.03227162361145,80.91587328910828,81.44629693031311,81.55702829360962,175.85396480560303
66,42.556591510772705,49.85731816291809,47.38214182853699,59.75662708282471,70.78649640083313,70.8463044166565,70.81357455253601,70.82910895347595,70.99572968482971,71.35874319076538,71.5174789428711,71.7759039402008,119.78041553497314
67,42.35994911193848,52.88878679275513,47.20061159133911,59.64562201499939,71.13758730888367,71.23925185203552,71.16611456871033,71.27457022666931,71.39185166358948,71.46857213973999,71.51965188980103,71.60066318511963,127.43154168128967
