Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
67,18.748660802841187,20.67432951927185,17.57365322113037,13.117021083831787,15.59720778465271,12.488373756408691,15.788094997406006,15.71109914779663,15.531863689422607,15.655109882354736,15.591303586959839,15.485409021377563,12.494060277938843,12.280299186706543,11.70601511001587,14.032008647918701,14.771069288253784
68,18.185757160186768,19.45644760131836,16.83518624305725,13.189025402069092,14.359703063964844,12.844205379486084,14.390380382537842,14.53362512588501,14.415754795074463,14.67480182647705,14.45774531364441,14.421861171722412,12.283538341522217,12.026750087738037,12.064543962478638,14.131901502609253,14.3061363697052
69,18.084149599075317,20.19006371498108,18.048656940460205,13.43147873878479,15.20533299446106,13.024907350540161,15.24653697013855,15.083215236663818,15.063546657562256,15.082213640213013,15.292884349822998,15.075637578964233,12.769679307937622,12.20568585395813,11.995408296585083,14.30364179611206,15.073700666427612
70,18.13678216934204,18.86918807029724,19.905735969543457,16.406180143356323,15.732995748519897,16.27438521385193,14.234133243560791,14.294369459152222,14.186981916427612,14.143522262573242,14.073659181594849,14.519048690795898,15.030700445175171,13.528986930847168,16.30793261528015,17.15920853614807,14.151617288589478
71,17.524093627929688,18.53901767730713,16.51911449432373,12.535290479660034,14.125179529190063,12.190536499023438,14.029459238052368,14.034831047058105,14.009390592575073,14.076690912246704,13.981990098953247,14.036701679229736,11.951842546463013,11.687949657440186,11.392727851867676,13.26838231086731,14.081429958343506
72,18.415568828582764,21.891409158706665,19.28683090209961,13.243971824645996,16.660025596618652,12.828687191009521,16.618675708770752,16.594541549682617,16.334107875823975,16.57466435432434,16.541966915130615,16.55484366416931,12.467813968658447,12.428820133209229,11.744875431060791,14.379887104034424,16.51953101158142
73,17.973606824874878,20.096263885498047,17.672986268997192,13.287689447402954,15.45565414428711,12.766582489013672,15.14710283279419,15.460534572601318,15.402050971984863,15.318522453308105,15.306338548660278,15.343440771102905,13.028026819229126,12.571066856384277,11.887896537780762,14.059973001480103,15.420324087142944
74,18.520339965820312,20.525397539138794,17.491117238998413,12.940318822860718,15.51282024383545,12.316864967346191,15.745136976242065,15.640617370605469,15.423492670059204,15.57996940612793,15.53126573562622,15.395870923995972,12.291955947875977,12.075765371322632,11.550395965576172,13.906545162200928,14.718769311904907
75,17.69695258140564,18.747780084609985,16.681888818740845,12.726683616638184,14.200336456298828,12.34662389755249,14.238617181777954,14.259788274765015,14.129395723342896,14.281831979751587,14.18956732749939,14.206578254699707,12.134521245956421,11.841882705688477,11.52334976196289,13.487550973892212,14.19334626197815
76,17.8458354473114,19.43463444709778,16.41483449935913,12.726606607437134,13.718170404434204,12.342725992202759,13.895193338394165,13.878584861755371,14.024208545684814,13.88284420967102,13.810744762420654,13.844642162322998,12.186022996902466,11.821905612945557,11.609036445617676,13.347628116607666,13.801079511642456
77,18.53290605545044,19.39898920059204,16.933666467666626,14.19891357421875,14.31752061843872,15.015162467956543,14.15595817565918,14.271950721740723,14.391554594039917,14.297426223754883,14.317976951599121,14.411649703979492,12.61370301246643,12.374781608581543,14.523380041122437,13.7422456741333,14.377812623977661
78,17.78460717201233,18.963415384292603,17.45251703262329,13.130028486251831,14.095604419708252,12.694479942321777,13.999271392822266,14.104065418243408,14.050844430923462,14.077195167541504,14.028818130493164,14.064668893814087,12.422736406326294,11.94616413116455,11.80782413482666,13.867313623428345,14.043052196502686
79,18.399362087249756,21.899370670318604,19.27651071548462,13.304008483886719,16.638667345046997,12.89236330986023,16.59640598297119,16.596470832824707,16.31206774711609,16.556920528411865,16.514379501342773,16.530759811401367,12.548386573791504,12.443634510040283,11.75059700012207,14.381682634353638,16.502199172973633
80,17.66853380203247,18.704805612564087,16.759774923324585,12.667439222335815,14.059250116348267,12.239464521408081,14.049038887023926,14.174577951431274,14.122164487838745,14.182802677154541,14.120944499969482,14.092515230178833,12.039039611816406,11.819777965545654,11.441827297210693,13.437406301498413,14.130511045455933
81,18.200268268585205,20.58841824531555,18.607872009277344,13.162726163864136,15.54050350189209,12.729987382888794,15.67723822593689,15.637502908706665,15.500653982162476,15.547775745391846,15.660832166671753,15.5197434425354,12.581350088119507,12.231127977371216,11.789348602294922,13.98697304725647,15.35448670387268
82,17.897432804107666,19.543741941452026,16.75330638885498,12.668270111083984,13.94739580154419,12.305143117904663,14.10197901725769,14.298061609268188,14.339675664901733,14.221456050872803,13.937443971633911,14.18703579902649,12.123478889465332,11.865284204483032,11.537311553955078,13.345765590667725,14.012652158737183
83,19.587736129760742,21.327985763549805,18.273083209991455,13.230972290039062,15.02789855003357,12.714759349822998,15.69087266921997,15.783432722091675,15.71692442893982,15.686637163162231,15.893614530563354,15.789403676986694,12.810425043106079,13.102049589157104,11.74635362625122,14.135178804397583,15.177085161209106
84,18.826197147369385,19.740382432937622,17.183616161346436,13.310108184814453,14.433220863342285,13.109792947769165,14.538357019424438,14.466961860656738,14.68569827079773,14.653257608413696,14.528088331222534,14.660584211349487,12.851022005081177,12.430168151855469,12.005549907684326,14.305333375930786,14.379880428314209
