Simulation,QBC,WiGS (SAC),EGAL,GSy,WiGS (Static w_x=0.25),GSx,"WiGS (Time-Decay, Linear)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (Time-Decay, Exponential)",WiGS (Static w_x=0.75),"WiGS (MAB-UCB1, c=5.0)",Uncertainty Sampling,EMCM,Passive Learning,iGS,WiGS (Static w_x=0.5)
84,6.4794323444366455,7.10850715637207,4.57000207901001,4.459355592727661,4.544347047805786,4.339135646820068,4.5369486808776855,4.548905611038208,4.546992540359497,4.5389790534973145,4.529608488082886,4.674094200134277,4.399814128875732,4.2803404331207275,4.234667778015137,4.534700870513916,4.530539035797119
85,6.465094089508057,7.334599494934082,4.5256123542785645,4.452328443527222,4.51368260383606,4.3284595012664795,4.523726463317871,4.523359298706055,4.515689849853516,4.503093719482422,4.514490604400635,4.517313718795776,4.393405199050903,4.30033540725708,4.1979546546936035,4.509692430496216,4.504641056060791
86,7.441528081893921,7.2186150550842285,5.08516263961792,5.121765613555908,5.05609393119812,5.016862392425537,5.1737380027771,5.2203168869018555,5.274413108825684,5.195108413696289,5.127068996429443,5.292486190795898,4.978389501571655,4.834622621536255,4.895600080490112,5.112452507019043,5.094857931137085
87,6.492945432662964,7.4527366161346436,4.591041326522827,4.46250319480896,4.532137632369995,4.319763898849487,4.551222085952759,4.5438392162323,4.5350916385650635,4.541152238845825,4.547390460968018,4.66393256187439,4.410201072692871,4.302218437194824,4.209765911102295,4.5115978717803955,4.530979633331299
88,7.425625324249268,7.424074649810791,5.227964401245117,5.248084545135498,5.088283538818359,4.996142864227295,5.261695623397827,5.107855796813965,5.136373043060303,5.188908815383911,5.228545904159546,5.312103509902954,5.166426420211792,4.84750771522522,4.803758382797241,5.302414417266846,5.1269965171813965
89,6.482310056686401,6.343326568603516,4.539381265640259,4.461246728897095,4.50777530670166,4.328391790390015,4.513245582580566,4.513348340988159,4.507369041442871,4.508440256118774,4.519347667694092,4.610585689544678,4.43220067024231,4.296264410018921,4.1884613037109375,4.515267372131348,4.509022951126099
90,7.630000352859497,7.585397005081177,5.300399303436279,5.353725910186768,5.163788557052612,5.0999226570129395,5.406405925750732,5.226126670837402,5.23900580406189,5.2422215938568115,5.3400633335113525,5.4172139167785645,5.256084442138672,4.9059460163116455,4.882686376571655,5.406513929367065,5.2977917194366455
91,6.458392858505249,7.531468868255615,4.580430030822754,4.430687189102173,4.52724289894104,4.287352085113525,4.537143230438232,4.542407512664795,4.529117822647095,4.538708209991455,4.531599521636963,4.532517910003662,4.3775506019592285,4.276429891586304,4.179888486862183,4.492570638656616,4.524522542953491
92,6.4980645179748535,7.176854372024536,4.567672967910767,4.463066339492798,4.552164793014526,4.325998067855835,4.54133677482605,4.561061859130859,4.5501389503479,4.541313171386719,4.541091442108154,4.561166286468506,4.406750202178955,4.296581745147705,4.2365922927856445,4.529871940612793,4.5389180183410645
93,6.530529260635376,6.946951627731323,4.591350555419922,4.5012030601501465,4.539020299911499,4.356921911239624,4.562751293182373,4.625543832778931,4.650811195373535,4.554080009460449,4.561657190322876,4.774311065673828,4.454198598861694,4.33617091178894,4.29743218421936,4.552747964859009,4.550928115844727
94,6.478424072265625,6.322591543197632,4.55979585647583,4.471274375915527,4.515085935592651,4.348777532577515,4.5135979652404785,4.516242027282715,4.513686180114746,4.517582416534424,4.522961139678955,4.641149282455444,4.43675422668457,4.309286832809448,4.204725027084351,4.524053573608398,4.522036075592041
95,7.924111843109131,8.019181251525879,5.354893207550049,5.4308600425720215,5.402866363525391,4.992627143859863,5.528032302856445,5.440715312957764,5.4792163372039795,5.404299974441528,5.5084662437438965,5.654985427856445,5.13622522354126,5.068010330200195,4.216770648956299,5.421697616577148,5.451737642288208
96,6.433343172073364,6.449582576751709,4.510972261428833,4.4554712772369385,4.492074251174927,4.298522233963013,4.46662449836731,4.482856512069702,4.4660727977752686,4.464559555053711,4.473460912704468,4.469188213348389,4.403156518936157,4.270215034484863,4.165226221084595,4.487037420272827,4.491584300994873
97,6.484831809997559,6.971139669418335,4.520321846008301,4.454771280288696,4.493388891220093,4.330085039138794,4.491161108016968,4.492326021194458,4.481356382369995,4.501231908798218,4.480241298675537,4.584077596664429,4.396008491516113,4.276183843612671,4.201536417007446,4.530160903930664,4.496498107910156
98,7.562905550003052,7.626364469528198,5.5113303661346436,5.349243879318237,5.48810076713562,5.181215524673462,5.42486310005188,5.428366184234619,5.3564934730529785,5.4600653648376465,5.413335561752319,5.44715428352356,5.293652296066284,5.134685039520264,5.111438512802124,5.433686017990112,5.4508442878723145
99,6.440086841583252,7.227082967758179,4.57439923286438,4.453420400619507,4.522119522094727,4.308603763580322,4.475641250610352,4.48736834526062,4.488715648651123,4.506272554397583,4.49709415435791,4.6157543659210205,4.400225639343262,4.276090383529663,4.160477876663208,4.48574161529541,4.508068561553955
