Iteration,Sim_0,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10,Sim_11,Sim_12,Sim_13,Sim_14,Sim_15,Sim_16,Sim_17,Sim_18,Sim_19,Sim_20,Sim_21,Sim_22,Sim_23,Sim_24,Sim_25,Sim_26,Sim_27,Sim_28,Sim_29,Sim_30,Sim_31,Sim_32,Sim_33,Sim_34,Sim_35,Sim_36,Sim_37,Sim_38,Sim_39,Sim_40,Sim_41,Sim_42,Sim_43,Sim_44,Sim_45,Sim_46,Sim_47,Sim_48,Sim_49
391,[1077.0],[519.0],[70.0],[267.0],[512.0],[569.0],[1098.0],[493.0],[1289.0],[1495.0],[40.0],[464.0],[755.0],[1319.0],[560.0],[1328.0],[860.0],[440.0],[690.0],[311.0],[383.0],[895.0],[775.0],[75.0],[1327.0],[784.0],[117.0],[58.0],[198.0],[1230.0],[560.0],[1208.0],[1216.0],[1105.0],[450.0],[1385.0],[1434.0],[679.0],[1010.0],[59.0],[83.0],[592.0],[583.0],[447.0],[1069.0],[116.0],[117.0],[50.0],[780.0],[735.0]
392,[176.0],[201.0],[211.0],[789.0],[1472.0],[1037.0],[203.0],[630.0],[730.0],[211.0],[854.0],[505.0],[1016.0],[759.0],[722.0],[313.0],[971.0],[876.0],[698.0],[1084.0],[761.0],[575.0],[1048.0],[558.0],[598.0],[241.0],[400.0],[46.0],[1336.0],[74.0],[91.0],[1395.0],[833.0],[353.0],[1220.0],[422.0],[56.0],[478.0],[299.0],[774.0],[1493.0],[297.0],[867.0],[553.0],[394.0],[970.0],[704.0],[143.0],[942.0],[1415.0]
393,[554.0],[14.0],[611.0],[526.0],[517.0],[1006.0],[216.0],[1473.0],[775.0],[450.0],[235.0],[83.0],[1484.0],[468.0],[1176.0],[983.0],[476.0],[902.0],[268.0],[198.0],[900.0],[1217.0],[427.0],[71.0],[75.0],[281.0],[602.0],[606.0],[1016.0],[410.0],[113.0],[1440.0],[1189.0],[859.0],[721.0],[1368.0],[1326.0],[1404.0],[801.0],[1282.0],[21.0],[1262.0],[1.0],[1474.0],[698.0],[1281.0],[144.0],[378.0],[270.0],[1318.0]
394,[881.0],[589.0],[76.0],[991.0],[796.0],[1342.0],[450.0],[1493.0],[476.0],[277.0],[777.0],[1439.0],[436.0],[1034.0],[885.0],[1147.0],[549.0],[201.0],[689.0],[1310.0],[1012.0],[854.0],[1265.0],[601.0],[421.0],[902.0],[1371.0],[944.0],[641.0],[1301.0],[1299.0],[527.0],[67.0],[93.0],[1241.0],[59.0],[21.0],[513.0],[879.0],[1214.0],[704.0],[867.0],[1474.0],[923.0],[1169.0],[385.0],[689.0],[370.0],[1442.0],[183.0]
395,[1020.0],[1100.0],[1053.0],[445.0],[1145.0],[1130.0],[745.0],[1306.0],[1380.0],[612.0],[1410.0],[353.0],[1368.0],[1254.0],[859.0],[140.0],[178.0],[966.0],[430.0],[1448.0],[84.0],[33.0],[1468.0],[513.0],[609.0],[1080.0],[883.0],[761.0],[957.0],[279.0],[1306.0],[62.0],[500.0],[31.0],[1217.0],[768.0],[1286.0],[1261.0],[846.0],[1250.0],[1296.0],[621.0],[592.0],[1292.0],[530.0],[1218.0],[530.0],[71.0],[1461.0],[1301.0]
396,[767.0],[592.0],[276.0],[845.0],[271.0],[49.0],[1484.0],[618.0],[5.0],[393.0],[1130.0],[369.0],[278.0],[784.0],[1364.0],[68.0],[1105.0],[721.0],[293.0],[88.0],[621.0],[647.0],[1120.0],[609.0],[719.0],[101.0],[1109.0],[621.0],[528.0],[620.0],[1476.0],[194.0],[91.0],[1190.0],[672.0],[1371.0],[36.0],[1101.0],[589.0],[1016.0],[1434.0],[502.0],[412.0],[620.0],[1109.0],[267.0],[656.0],[678.0],[1436.0],[613.0]
397,[1153.0],[430.0],[94.0],[137.0],[1183.0],[467.0],[1241.0],[1135.0],[1391.0],[683.0],[630.0],[366.0],[384.0],[109.0],[164.0],[1005.0],[603.0],[434.0],[354.0],[117.0],[1472.0],[1270.0],[698.0],[149.0],[648.0],[234.0],[122.0],[514.0],[535.0],[922.0],[800.0],[1219.0],[960.0],[670.0],[393.0],[216.0],[1164.0],[7.0],[131.0],[780.0],[369.0],[1436.0],[1284.0],[1198.0],[288.0],[820.0],[493.0],[433.0],[991.0],[1117.0]
398,[1152.0],[424.0],[1478.0],[869.0],[1083.0],[643.0],[947.0],[321.0],[202.0],[1006.0],[606.0],[374.0],[885.0],[504.0],[387.0],[729.0],[1415.0],[778.0],[519.0],[1024.0],[46.0],[593.0],[1305.0],[7.0],[122.0],[1427.0],[1297.0],[722.0],[88.0],[438.0],[321.0],[554.0],[952.0],[505.0],[1.0],[1141.0],[597.0],[1146.0],[899.0],[583.0],[1400.0],[1458.0],[49.0],[1282.0],[444.0],[841.0],[1039.0],[1021.0],[1270.0],[256.0]
399,[735.0],[867.0],[1261.0],[535.0],[707.0],[1152.0],[135.0],[873.0],[519.0],[1098.0],[890.0],[31.0],[435.0],[902.0],[1098.0],[513.0],[670.0],[1371.0],[190.0],[427.0],[852.0],[709.0],[1157.0],[561.0],[1317.0],[822.0],[1216.0],[852.0],[1368.0],[404.0],[1042.0],[1308.0],[1306.0],[6.0],[902.0],[885.0],[16.0],[970.0],[760.0],[1368.0],[726.0],[36.0],[428.0],[643.0],[790.0],[278.0],[386.0],[374.0],[35.0],[885.0]
400,[1337.0],[1278.0],[199.0],[780.0],[1455.0],[1240.0],[393.0],[902.0],[1493.0],[1091.0],[1437.0],[778.0],[1041.0],[497.0],[1437.0],[1459.0],[190.0],[449.0],[1436.0],[672.0],[1083.0],[117.0],[519.0],[323.0],[759.0],[368.0],[689.0],[45.0],[1230.0],[256.0],[1240.0],[935.0],[1307.0],[374.0],[860.0],[706.0],[930.0],[1197.0],[1070.0],[216.0],[354.0],[1326.0],[82.0],[107.0],[466.0],[67.0],[855.0],[206.0],[418.0],[383.0]
401,[266.0],[1413.0],[1152.0],[1084.0],[1157.0],[75.0],[192.0],[1366.0],[353.0],[752.0],[944.0],[1380.0],[842.0],[648.0],[1038.0],[464.0],[1301.0],[890.0],[318.0],[1012.0],[1262.0],[768.0],[115.0],[1350.0],[1456.0],[1220.0],[1275.0],[850.0],[26.0],[727.0],[1366.0],[735.0],[435.0],[202.0],[1337.0],[1099.0],[127.0],[774.0],[641.0],[194.0],[1087.0],[900.0],[1000.0],[1017.0],[180.0],[355.0],[444.0],[1336.0],[1335.0],[806.0]
402,[183.0],[1326.0],[1146.0],[1448.0],[1123.0],[1446.0],[641.0],[1407.0],[919.0],[647.0],[876.0],[354.0],[722.0],[1112.0],[1080.0],[7.0],[77.0],[1016.0],[222.0],[1120.0],[93.0],[1449.0],[280.0],[1134.0],[2.0],[980.0],[820.0],[1361.0],[458.0],[15.0],[375.0],[11.0],[1294.0],[234.0],[1132.0],[167.0],[1284.0],[841.0],[1221.0],[234.0],[262.0],[16.0],[1055.0],[855.0],[665.0],[137.0],[1420.0],[503.0],[247.0],[1216.0]
403,[543.0],[299.0],[25.0],[1214.0],[395.0],[1452.0],[860.0],[721.0],[436.0],[543.0],[381.0],[1327.0],[1493.0],[916.0],[409.0],[877.0],[1429.0],[960.0],[1000.0],[668.0],[1223.0],[668.0],[436.0],[1340.0],[1080.0],[57.0],[1016.0],[322.0],[1084.0],[1311.0],[1452.0],[992.0],[672.0],[354.0],[51.0],[641.0],[754.0],[1350.0],[468.0],[858.0],[616.0],[784.0],[216.0],[221.0],[669.0],[1307.0],[253.0],[664.0],[1487.0],[1472.0]
404,[500.0],[846.0],[1186.0],[1024.0],[1044.0],[86.0],[768.0],[876.0],[1212.0],[253.0],[900.0],[1212.0],[387.0],[38.0],[1445.0],[1212.0],[256.0],[1037.0],[844.0],[1223.0],[609.0],[394.0],[1195.0],[272.0],[1293.0],[1.0],[1081.0],[1190.0],[706.0],[1014.0],[876.0],[767.0],[175.0],[111.0],[412.0],[1068.0],[888.0],[1250.0],[298.0],[1308.0],[436.0],[944.0],[1239.0],[865.0],[709.0],[200.0],[1319.0],[26.0],[481.0],[1419.0]
405,[264.0],[15.0],[774.0],[1012.0],[270.0],[620.0],[404.0],[116.0],[827.0],[1439.0],[1366.0],[351.0],[85.0],[1016.0],[1403.0],[906.0],[317.0],[1368.0],[1441.0],[280.0],[1361.0],[1134.0],[489.0],[1449.0],[1003.0],[753.0],[790.0],[642.0],[1319.0],[166.0],[1028.0],[1036.0],[630.0],[404.0],[109.0],[668.0],[867.0],[1186.0],[519.0],[885.0],[919.0],[741.0],[1287.0],[417.0],[1016.0],[876.0],[379.0],[1382.0],[113.0],[960.0]
406,[1217.0],[665.0],[755.0],[337.0],[112.0],[714.0],[51.0],[1371.0],[1265.0],[881.0],[798.0],[843.0],[1327.0],[250.0],[422.0],[220.0],[56.0],[1286.0],[493.0],[497.0],[1157.0],[1284.0],[801.0],[1456.0],[25.0],[71.0],[84.0],[185.0],[1448.0],[53.0],[1468.0],[61.0],[1310.0],[553.0],[1386.0],[1284.0],[590.0],[272.0],[250.0],[1284.0],[249.0],[706.0],[59.0],[659.0],[144.0],[1294.0],[598.0],[1184.0],[315.0],[1145.0]
407,[798.0],[899.0],[1254.0],[1223.0],[198.0],[235.0],[1181.0],[966.0],[729.0],[1420.0],[1307.0],[729.0],[1445.0],[1206.0],[239.0],[366.0],[806.0],[509.0],[1278.0],[134.0],[1214.0],[1099.0],[1158.0],[1149.0],[368.0],[25.0],[1387.0],[741.0],[427.0],[560.0],[630.0],[183.0],[1105.0],[454.0],[488.0],[965.0],[934.0],[1238.0],[1362.0],[1036.0],[958.0],[606.0],[166.0],[258.0],[907.0],[884.0],[517.0],[967.0],[1108.0],[512.0]
408,[1117.0],[620.0],[1250.0],[134.0],[113.0],[211.0],[122.0],[820.0],[1221.0],[156.0],[1306.0],[396.0],[1385.0],[1368.0],[805.0],[77.0],[342.0],[855.0],[1081.0],[489.0],[642.0],[1206.0],[645.0],[232.0],[972.0],[1162.0],[1152.0],[13.0],[271.0],[1326.0],[410.0],[471.0],[1366.0],[368.0],[784.0],[46.0],[374.0],[1293.0],[775.0],[500.0],[832.0],[1188.0],[488.0],[15.0],[1371.0],[1366.0],[487.0],[80.0],[1476.0],[387.0]
409,[547.0],[790.0],[279.0],[560.0],[715.0],[814.0],[1386.0],[354.0],[1310.0],[591.0],[1035.0],[156.0],[1198.0],[311.0],[603.0],[185.0],[1444.0],[1216.0],[374.0],[167.0],[1102.0],[167.0],[52.0],[1186.0],[571.0],[1336.0],[1262.0],[207.0],[1024.0],[631.0],[966.0],[309.0],[449.0],[266.0],[549.0],[1474.0],[179.0],[1149.0],[416.0],[991.0],[374.0],[902.0],[130.0],[1453.0],[656.0],[923.0],[1218.0],[400.0],[257.0],[1083.0]
410,[1035.0],[650.0],[986.0],[1090.0],[88.0],[890.0],[907.0],[1331.0],[665.0],[855.0],[621.0],[730.0],[239.0],[421.0],[602.0],[1380.0],[512.0],[196.0],[576.0],[1090.0],[502.0],[1141.0],[795.0],[1429.0],[1039.0],[412.0],[1307.0],[1187.0],[1120.0],[1437.0],[120.0],[403.0],[1281.0],[934.0],[1153.0],[243.0],[1126.0],[279.0],[706.0],[279.0],[311.0],[1410.0],[1371.0],[451.0],[368.0],[990.0],[122.0],[1295.0],[1035.0],[796.0]
411,[383.0],[435.0],[727.0],[364.0],[1476.0],[1281.0],[1039.0],[67.0],[760.0],[418.0],[91.0],[598.0],[59.0],[213.0],[450.0],[1313.0],[68.0],[885.0],[283.0],[645.0],[13.0],[504.0],[1145.0],[368.0],[1364.0],[571.0],[266.0],[561.0],[1295.0],[592.0],[404.0],[394.0],[884.0],[1100.0],[1318.0],[117.0],[1474.0],[1456.0],[844.0],[368.0],[66.0],[143.0],[321.0],[1436.0],[801.0],[966.0],[64.0],[478.0],[120.0],[1445.0]
412,[373.0],[1109.0],[308.0],[1446.0],[684.0],[1048.0],[549.0],[1034.0],[672.0],[779.0],[257.0],[259.0],[1070.0],[1289.0],[1286.0],[322.0],[1409.0],[613.0],[49.0],[1097.0],[134.0],[1097.0],[1052.0],[1444.0],[1469.0],[26.0],[493.0],[841.0],[1012.0],[308.0],[1331.0],[871.0],[434.0],[1020.0],[70.0],[934.0],[209.0],[1429.0],[967.0],[1270.0],[234.0],[307.0],[1385.0],[359.0],[64.0],[611.0],[234.0],[883.0],[1321.0],[1157.0]
413,[257.0],[1126.0],[435.0],[240.0],[1120.0],[777.0],[819.0],[778.0],[801.0],[1039.0],[852.0],[1087.0],[602.0],[1134.0],[32.0],[843.0],[796.0],[1343.0],[66.0],[364.0],[780.0],[783.0],[1002.0],[1409.0],[57.0],[1469.0],[1281.0],[1188.0],[36.0],[230.0],[389.0],[383.0],[670.0],[209.0],[1077.0],[33.0],[1368.0],[247.0],[650.0],[394.0],[1289.0],[852.0],[1016.0],[819.0],[1181.0],[1053.0],[271.0],[1070.0],[277.0],[1183.0]
414,[1472.0],[1110.0],[230.0],[358.0],[389.0],[15.0],[102.0],[1307.0],[589.0],[1294.0],[1304.0],[424.0],[216.0],[885.0],[828.0],[186.0],[597.0],[1038.0],[422.0],[473.0],[1232.0],[1254.0],[228.0],[1420.0],[1152.0],[1145.0],[500.0],[1232.0],[885.0],[1438.0],[166.0],[1388.0],[966.0],[424.0],[14.0],[842.0],[592.0],[170.0],[1423.0],[842.0],[1278.0],[1021.0],[876.0],[1326.0],[589.0],[1037.0],[236.0],[1499.0],[307.0],[239.0]
415,[1449.0],[698.0],[1213.0],[1437.0],[245.0],[1375.0],[70.0],[109.0],[1338.0],[1428.0],[1108.0],[37.0],[1095.0],[269.0],[1095.0],[1384.0],[1441.0],[1081.0],[1187.0],[1135.0],[1044.0],[1410.0],[720.0],[1217.0],[199.0],[1295.0],[502.0],[970.0],[118.0],[405.0],[778.0],[1412.0],[201.0],[317.0],[76.0],[597.0],[588.0],[1444.0],[1112.0],[1474.0],[1319.0],[135.0],[85.0],[802.0],[236.0],[276.0],[707.0],[1297.0],[798.0],[1102.0]
416,[1108.0],[56.0],[278.0],[751.0],[1103.0],[778.0],[741.0],[777.0],[262.0],[122.0],[1361.0],[958.0],[833.0],[1449.0],[833.0],[353.0],[1183.0],[919.0],[665.0],[240.0],[1436.0],[1181.0],[1355.0],[1342.0],[1042.0],[488.0],[1294.0],[143.0],[307.0],[1299.0],[1004.0],[1117.0],[317.0],[1164.0],[647.0],[409.0],[650.0],[727.0],[307.0],[727.0],[659.0],[854.0],[859.0],[1162.0],[768.0],[1478.0],[1124.0],[1256.0],[381.0],[1455.0]
417,[1145.0],[49.0],[420.0],[52.0],[1004.0],[267.0],[84.0],[254.0],[1141.0],[1307.0],[1150.0],[1271.0],[1100.0],[842.0],[1065.0],[680.0],[369.0],[842.0],[372.0],[228.0],[561.0],[1474.0],[383.0],[57.0],[384.0],[761.0],[1020.0],[973.0],[616.0],[1493.0],[641.0],[180.0],[923.0],[1413.0],[1034.0],[689.0],[14.0],[609.0],[576.0],[387.0],[179.0],[967.0],[1366.0],[592.0],[902.0],[304.0],[687.0],[1101.0],[234.0],[602.0]
418,[1134.0],[866.0],[1041.0],[1006.0],[577.0],[1468.0],[76.0],[1016.0],[120.0],[120.0],[481.0],[881.0],[1391.0],[416.0],[1126.0],[272.0],[1342.0],[56.0],[1048.0],[1239.0],[1090.0],[944.0],[1185.0],[920.0],[1272.0],[1256.0],[1042.0],[1404.0],[1223.0],[121.0],[777.0],[638.0],[1289.0],[1152.0],[94.0],[682.0],[655.0],[1409.0],[1021.0],[643.0],[1372.0],[721.0],[497.0],[939.0],[687.0],[1261.0],[1123.0],[1275.0],[266.0],[1044.0]
419,[493.0],[528.0],[1281.0],[1052.0],[280.0],[1331.0],[967.0],[890.0],[726.0],[1042.0],[642.0],[1401.0],[952.0],[1327.0],[1338.0],[1121.0],[1455.0],[984.0],[1109.0],[358.0],[991.0],[1192.0],[614.0],[467.0],[493.0],[998.0],[438.0],[102.0],[489.0],[1399.0],[618.0],[1472.0],[342.0],[667.0],[998.0],[1116.0],[991.0],[308.0],[135.0],[417.0],[1453.0],[895.0],[885.0],[980.0],[57.0],[1146.0],[886.0],[728.0],[1020.0],[395.0]
420,[683.0],[1000.0],[1327.0],[720.0],[373.0],[1326.0],[502.0],[1294.0],[569.0],[218.0],[1189.0],[761.0],[850.0],[1111.0],[1241.0],[737.0],[934.0],[598.0],[833.0],[118.0],[973.0],[643.0],[1117.0],[234.0],[1020.0],[46.0],[435.0],[1458.0],[381.0],[14.0],[706.0],[50.0],[1331.0],[166.0],[592.0],[387.0],[1190.0],[1425.0],[213.0],[1445.0],[430.0],[1070.0],[998.0],[14.0],[760.0],[1130.0],[323.0],[530.0],[389.0],[135.0]
421,[1206.0],[66.0],[421.0],[211.0],[485.0],[1305.0],[94.0],[497.0],[1132.0],[389.0],[1487.0],[339.0],[175.0],[896.0],[995.0],[1149.0],[920.0],[603.0],[298.0],[68.0],[198.0],[1239.0],[971.0],[1240.0],[1176.0],[84.0],[396.0],[877.0],[134.0],[897.0],[890.0],[1260.0],[311.0],[342.0],[1242.0],[1391.0],[920.0],[1342.0],[1286.0],[481.0],[368.0],[1371.0],[983.0],[339.0],[323.0],[774.0],[270.0],[1197.0],[1152.0],[198.0]
422,[315.0],[458.0],[267.0],[1185.0],[489.0],[966.0],[1242.0],[235.0],[71.0],[102.0],[13.0],[1400.0],[1105.0],[984.0],[1258.0],[324.0],[395.0],[159.0],[832.0],[751.0],[1456.0],[569.0],[1060.0],[1452.0],[375.0],[199.0],[884.0],[682.0],[645.0],[337.0],[1407.0],[1160.0],[934.0],[597.0],[411.0],[995.0],[780.0],[230.0],[1203.0],[180.0],[1265.0],[1438.0],[1368.0],[281.0],[517.0],[1250.0],[212.0],[916.0],[500.0],[112.0]
423,[1083.0],[73.0],[648.0],[971.0],[1217.0],[176.0],[1436.0],[600.0],[714.0],[1250.0],[51.0],[46.0],[424.0],[830.0],[393.0],[1110.0],[1187.0],[387.0],[409.0],[905.0],[1458.0],[379.0],[264.0],[122.0],[266.0],[1272.0],[381.0],[297.0],[798.0],[641.0],[307.0],[907.0],[990.0],[528.0],[613.0],[1445.0],[643.0],[176.0],[1111.0],[239.0],[946.0],[916.0],[268.0],[598.0],[1221.0],[321.0],[149.0],[444.0],[1004.0],[449.0]
424,[38.0],[5.0],[759.0],[1014.0],[1356.0],[115.0],[981.0],[1368.0],[389.0],[200.0],[1270.0],[888.0],[670.0],[1310.0],[1116.0],[1429.0],[70.0],[1318.0],[1362.0],[1132.0],[88.0],[1000.0],[178.0],[1337.0],[1098.0],[728.0],[855.0],[1459.0],[905.0],[1213.0],[235.0],[926.0],[440.0],[500.0],[981.0],[31.0],[1158.0],[920.0],[56.0],[315.0],[57.0],[1016.0],[109.0],[370.0],[271.0],[279.0],[35.0],[650.0],[1156.0],[88.0]
425,[481.0],[603.0],[780.0],[178.0],[645.0],[876.0],[1205.0],[1130.0],[1434.0],[375.0],[500.0],[1296.0],[317.0],[159.0],[952.0],[540.0],[112.0],[1317.0],[262.0],[52.0],[16.0],[714.0],[948.0],[814.0],[986.0],[1176.0],[1437.0],[31.0],[991.0],[671.0],[1195.0],[1145.0],[278.0],[1156.0],[1079.0],[164.0],[1214.0],[717.0],[690.0],[308.0],[1310.0],[728.0],[842.0],[194.0],[149.0],[755.0],[1234.0],[1438.0],[1091.0],[715.0]
426,[1157.0],[1239.0],[571.0],[1415.0],[38.0],[867.0],[1262.0],[923.0],[195.0],[755.0],[9.0],[127.0],[1190.0],[1445.0],[1399.0],[73.0],[682.0],[1445.0],[1116.0],[758.0],[297.0],[417.0],[183.0],[1042.0],[381.0],[1083.0],[923.0],[1078.0],[1020.0],[784.0],[135.0],[678.0],[778.0],[458.0],[1216.0],[239.0],[855.0],[1457.0],[830.0],[602.0],[997.0],[819.0],[1163.0],[784.0],[519.0],[1304.0],[601.0],[369.0],[135.0],[1095.0]
427,[504.0],[832.0],[1469.0],[438.0],[192.0],[1195.0],[296.0],[311.0],[374.0],[1004.0],[1152.0],[1121.0],[476.0],[672.0],[597.0],[1444.0],[650.0],[439.0],[1190.0],[439.0],[427.0],[49.0],[1415.0],[1153.0],[450.0],[1438.0],[1436.0],[1005.0],[922.0],[800.0],[1130.0],[911.0],[846.0],[1080.0],[1205.0],[476.0],[1342.0],[467.0],[1081.0],[1108.0],[336.0],[250.0],[1034.0],[232.0],[707.0],[727.0],[113.0],[1462.0],[318.0],[427.0]
428,[689.0],[818.0],[991.0],[1301.0],[473.0],[1394.0],[688.0],[1359.0],[1336.0],[1028.0],[561.0],[600.0],[342.0],[75.0],[83.0],[241.0],[715.0],[1003.0],[4.0],[1052.0],[1293.0],[907.0],[1439.0],[1048.0],[1186.0],[1079.0],[1014.0],[369.0],[780.0],[594.0],[116.0],[1083.0],[31.0],[435.0],[508.0],[1081.0],[1446.0],[1213.0],[603.0],[230.0],[672.0],[1361.0],[387.0],[1308.0],[601.0],[420.0],[45.0],[250.0],[218.0],[684.0]
429,[1102.0],[500.0],[1304.0],[256.0],[1337.0],[137.0],[26.0],[990.0],[1099.0],[1442.0],[1386.0],[1413.0],[1284.0],[239.0],[325.0],[1309.0],[31.0],[239.0],[1095.0],[1230.0],[1270.0],[487.0],[735.0],[598.0],[1403.0],[1262.0],[267.0],[1323.0],[1152.0],[706.0],[1203.0],[1181.0],[611.0],[336.0],[867.0],[602.0],[438.0],[211.0],[173.0],[1095.0],[152.0],[269.0],[763.0],[902.0],[846.0],[1437.0],[492.0],[1187.0],[618.0],[833.0]
430,[1495.0],[4.0],[1272.0],[1299.0],[947.0],[1322.0],[534.0],[1289.0],[439.0],[618.0],[266.0],[868.0],[597.0],[336.0],[934.0],[1409.0],[467.0],[1132.0],[1338.0],[1000.0],[1120.0],[620.0],[1301.0],[647.0],[1241.0],[502.0],[598.0],[1328.0],[1090.0],[137.0],[1037.0],[1144.0],[497.0],[25.0],[296.0],[1493.0],[1409.0],[1240.0],[190.0],[257.0],[36.0],[1368.0],[1135.0],[284.0],[1123.0],[308.0],[1476.0],[982.0],[875.0],[1120.0]
431,[1487.0],[881.0],[137.0],[806.0],[228.0],[1366.0],[1070.0],[993.0],[26.0],[410.0],[1232.0],[1026.0],[934.0],[170.0],[704.0],[1427.0],[684.0],[972.0],[790.0],[720.0],[1487.0],[195.0],[1457.0],[1375.0],[689.0],[508.0],[990.0],[1039.0],[1035.0],[197.0],[385.0],[1140.0],[1127.0],[1281.0],[575.0],[917.0],[1270.0],[248.0],[1484.0],[1035.0],[1132.0],[1256.0],[1445.0],[34.0],[492.0],[1327.0],[322.0],[1278.0],[658.0],[245.0]
432,[894.0],[1097.0],[1150.0],[1419.0],[1153.0],[592.0],[36.0],[1392.0],[564.0],[1457.0],[549.0],[1122.0],[1187.0],[173.0],[860.0],[731.0],[1190.0],[602.0],[602.0],[922.0],[481.0],[583.0],[118.0],[375.0],[798.0],[1098.0],[798.0],[1133.0],[707.0],[902.0],[690.0],[1382.0],[1053.0],[891.0],[1135.0],[32.0],[1299.0],[1006.0],[1492.0],[833.0],[562.0],[1325.0],[653.0],[1036.0],[775.0],[337.0],[617.0],[1190.0],[1203.0],[83.0]
433,[1254.0],[919.0],[1176.0],[1399.0],[745.0],[1158.0],[1037.0],[855.0],[1004.0],[1407.0],[991.0],[324.0],[77.0],[1100.0],[342.0],[1342.0],[76.0],[672.0],[850.0],[1318.0],[280.0],[900.0],[256.0],[1142.0],[393.0],[109.0],[375.0],[352.0],[1311.0],[267.0],[1353.0],[1118.0],[899.0],[571.0],[688.0],[342.0],[1444.0],[1452.0],[372.0],[798.0],[891.0],[416.0],[311.0],[838.0],[270.0],[230.0],[120.0],[1177.0],[1109.0],[280.0]
434,[668.0],[1302.0],[1270.0],[512.0],[118.0],[133.0],[1062.0],[950.0],[1295.0],[598.0],[1020.0],[574.0],[682.0],[86.0],[1238.0],[1220.0],[245.0],[1364.0],[775.0],[1185.0],[315.0],[1287.0],[1050.0],[1468.0],[1028.0],[450.0],[611.0],[1392.0],[1487.0],[191.0],[67.0],[1157.0],[1392.0],[267.0],[1062.0],[190.0],[1487.0],[469.0],[85.0],[381.0],[439.0],[1295.0],[239.0],[1425.0],[617.0],[560.0],[185.0],[66.0],[238.0],[1103.0]
435,[1044.0],[1309.0],[1189.0],[796.0],[1254.0],[1214.0],[1336.0],[611.0],[1287.0],[170.0],[70.0],[80.0],[284.0],[602.0],[51.0],[378.0],[1392.0],[84.0],[995.0],[1311.0],[1289.0],[64.0],[767.0],[1028.0],[805.0],[1157.0],[1035.0],[610.0],[1123.0],[721.0],[1484.0],[768.0],[9.0],[139.0],[1326.0],[1038.0],[417.0],[1446.0],[1332.0],[952.0],[576.0],[1394.0],[1378.0],[394.0],[844.0],[438.0],[1358.0],[850.0],[690.0],[690.0]
436,[1475.0],[262.0],[1098.0],[74.0],[568.0],[795.0],[1353.0],[885.0],[1318.0],[1446.0],[780.0],[540.0],[31.0],[22.0],[175.0],[467.0],[94.0],[164.0],[1326.0],[613.0],[364.0],[1409.0],[806.0],[170.0],[860.0],[311.0],[1028.0],[1147.0],[364.0],[1281.0],[509.0],[224.0],[109.0],[1064.0],[1056.0],[317.0],[702.0],[814.0],[37.0],[685.0],[16.0],[896.0],[1310.0],[357.0],[647.0],[1213.0],[389.0],[846.0],[543.0],[489.0]
437,[1270.0],[1147.0],[373.0],[1189.0],[905.0],[719.0],[1056.0],[1475.0],[1256.0],[404.0],[1021.0],[241.0],[1392.0],[25.0],[436.0],[1.0],[1103.0],[384.0],[726.0],[971.0],[1108.0],[1055.0],[1442.0],[86.0],[410.0],[575.0],[1053.0],[597.0],[1214.0],[853.0],[1307.0],[292.0],[254.0],[318.0],[33.0],[789.0],[583.0],[755.0],[1385.0],[266.0],[730.0],[642.0],[602.0],[717.0],[1358.0],[421.0],[207.0],[832.0],[174.0],[577.0]
438,[198.0],[167.0],[9.0],[1183.0],[67.0],[14.0],[1295.0],[8.0],[1055.0],[1142.0],[76.0],[1499.0],[1413.0],[1492.0],[759.0],[476.0],[722.0],[1095.0],[1375.0],[53.0],[672.0],[236.0],[905.0],[855.0],[1035.0],[819.0],[257.0],[1416.0],[270.0],[1391.0],[85.0],[478.0],[276.0],[641.0],[960.0],[1095.0],[598.0],[1180.0],[542.0],[71.0],[99.0],[133.0],[734.0],[180.0],[576.0],[1152.0],[1227.0],[722.0],[34.0],[434.0]
439,[596.0],[726.0],[1242.0],[800.0],[1230.0],[1002.0],[196.0],[369.0],[613.0],[116.0],[967.0],[1427.0],[68.0],[1132.0],[1014.0],[1240.0],[519.0],[1105.0],[1265.0],[49.0],[489.0],[15.0],[1419.0],[791.0],[51.0],[672.0],[410.0],[951.0],[240.0],[435.0],[196.0],[975.0],[1034.0],[1469.0],[1477.0],[77.0],[281.0],[1048.0],[888.0],[255.0],[84.0],[620.0],[672.0],[993.0],[1077.0],[761.0],[1004.0],[299.0],[519.0],[473.0]
440,[167.0],[701.0],[337.0],[9.0],[996.0],[1317.0],[918.0],[949.0],[1438.0],[166.0],[1281.0],[1236.0],[254.0],[1142.0],[279.0],[412.0],[577.0],[1403.0],[1221.0],[178.0],[257.0],[428.0],[418.0],[115.0],[117.0],[33.0],[1304.0],[254.0],[53.0],[1041.0],[304.0],[507.0],[600.0],[875.0],[917.0],[445.0],[481.0],[313.0],[59.0],[1080.0],[729.0],[26.0],[1095.0],[469.0],[1227.0],[648.0],[841.0],[919.0],[435.0],[807.0]
