Simulation,Passive Learning,GSx,GSy,iGS,WiGS (Static w_x=0.25),WiGS (Static w_x=0.5),WiGS (Static w_x=0.75),"WiGS (Time-Decay, Linear)","WiGS (Time-Decay, Exponential)","WiGS (MAB-UCB1, c=0.5)","WiGS (MAB-UCB1, c=2.0)","WiGS (MAB-UCB1, c=5.0)",WiGS (SAC),QBC
36,24.910197019577026,25.999903678894043,26.830251932144165,28.495286464691162,31.227522611618042,31.260833024978638,31.340225219726562,34.37602925300598,31.466100931167603,31.448132514953613,31.358054876327515,31.352267503738403,486.44078731536865,38.71501636505127
37,25.055534839630127,26.5897479057312,27.487645149230957,30.704858779907227,38.72761082649231,35.71277070045471,35.6126012802124,36.1188759803772,35.74052953720093,35.67670774459839,35.76263499259949,35.39075446128845,485.5338366031647,38.380409240722656
38,25.44005584716797,26.852235555648804,27.419536352157593,30.534435749053955,35.03303909301758,35.03693461418152,34.97906184196472,35.0223503112793,34.975926637649536,35.072505474090576,35.08999729156494,34.98854207992554,306.7017822265625,39.35695958137512
39,25.48369073867798,26.697999238967896,27.340330123901367,30.48071575164795,34.8670973777771,34.915223598480225,35.01417660713196,34.97655439376831,34.91018199920654,35.02214789390564,35.02512502670288,34.84851956367493,304.24211859703064,39.2180016040802
40,25.71544337272644,27.222070455551147,28.54926037788391,31.874098300933838,36.41671872138977,36.49248266220093,36.51294684410095,36.551438331604004,36.511090993881226,36.54028677940369,36.33911848068237,33.39180374145508,586.9801716804504,37.68881320953369
41,25.33521819114685,26.946672916412354,27.91769790649414,31.058770179748535,38.0318489074707,36.07676100730896,35.96724271774292,36.14253878593445,36.13488745689392,36.12161421775818,36.18432974815369,35.31736731529236,483.63999485969543,38.813985109329224
42,25.47686266899109,27.275968313217163,28.346903800964355,31.556133270263672,36.68151497840881,36.71149253845215,36.75419902801514,36.40174913406372,36.362682819366455,36.31344652175903,36.008309841156006,35.097294330596924,501.19873905181885,37.320905685424805
43,24.636303663253784,27.04586386680603,28.025360584259033,30.98583221435547,35.98262119293213,36.25140595436096,36.333192110061646,36.37122416496277,36.3813202381134,36.42646360397339,36.37664461135864,35.91605043411255,573.059907913208,39.63971138000488
44,25.48281717300415,26.990920305252075,28.25311589241028,31.545582056045532,36.0835382938385,36.1523060798645,36.1896653175354,36.20240259170532,36.16603374481201,36.14200258255005,36.01862096786499,33.57821202278137,589.0309844017029,37.38966226577759
45,25.185471057891846,26.585302591323853,27.117080450057983,30.208712100982666,34.6824631690979,34.744887590408325,34.74268460273743,34.74493980407715,34.73440361022949,34.82985472679138,34.778743267059326,34.75328278541565,309.8631534576416,38.87314534187317
46,24.902888536453247,26.52899694442749,27.287068605422974,30.426331281661987,35.09154748916626,35.381386280059814,35.285605669021606,35.324496269226074,35.374351263046265,35.49039030075073,35.387131452560425,36.04931449890137,482.57541394233704,38.707868337631226
47,25.293842792510986,26.840757846832275,27.23893690109253,30.32605481147766,34.715702533721924,34.79679775238037,34.77406144142151,34.79672694206238,34.76208734512329,34.87010312080383,34.860987424850464,34.8404324054718,307.3717875480652,39.1174590587616
48,25.61184000968933,27.4656925201416,28.26844835281372,31.466760635375977,36.45500731468201,36.45343041419983,36.528788805007935,36.40571641921997,36.499324321746826,36.753559827804565,36.83815622329712,36.5999174118042,336.54551124572754,39.085285663604736
49,25.30189800262451,26.542401552200317,27.181007623672485,30.282992601394653,34.65195155143738,34.729856967926025,34.7444908618927,34.76180100440979,34.7700080871582,34.79770016670227,34.812671422958374,34.74732828140259,306.40342926979065,38.92240929603577
50,25.64346671104431,27.66883087158203,28.492369174957275,31.697922229766846,36.76562237739563,36.778257608413696,36.744099617004395,36.729514598846436,36.86049294471741,37.108521699905396,37.18644881248474,36.9495484828949,337.9287106990814,39.33690333366394
51,25.69752812385559,27.57914423942566,28.395443201065063,31.58249592781067,36.612844467163086,36.6267466545105,36.555870056152344,36.53324341773987,36.66933512687683,36.931392669677734,37.01463055610657,36.6964590549469,335.7221710681915,39.165942668914795
